query,answer,image
Is Cédric Pioline wearing a hat?,no,64f69030c51c394330ed5c6f6e9cfee8
What sport is Guy Forget playing?,tennis,7ac20083c6a20c7573ba22aa58465091
Who is standing behind the catcher in this image of a Baseball game?,umpire,943207e5c2e4cd4058380ca80c618ffe
What is Tujko Hai Salaam Zindgi doing with the children?,dancing,62055ed1d61e71581a8a8b293dd12e58
Are there any people in this advertisement for Aahat?,no,fdcb660f286a6913de9068945360b253
What color is the font of the Life OK logo?,pink,db6b08e1ba55f6f2aca8990a74d0a615
How many people are in this advertisement for Tempted (TV series)?,four,bc4234ac63fd7507fd9934e7b03f5a55
What is Jordan Spieth holding?,cup,d9b0e2ae5c44f417aa57638b7454917d
What is the main color on Hideki Matsuyamas cap?,blue,cf4cd5ed49af0c7a60757a92ad201918
What is the color of the domed roof in Rome?,white,f815637d95193298f862c5001bc4c1a0
"In the city of Augsburg, what color is the clock face?",black,cee04d78d03e7105bafb2cc97213d4a4
How many people are wearing a black and red striped shirt in the Association football photo?,3,651dc1fce2b48020359dac0e7a64f23d
What is Dolly Parton holding?,trophy,9b886772d616aa23c883526e0786afbd
What is being presented to the player here in the 2015–16 Juventus F.C. season?,trophy,654747b60a1e826fdb91f19bfd08c7f1
What does this member of the Commonwealth Liberal Party have around his neck?,bowtie,0a6bbf14113651f1500f8692c1ec9da2
What is this person from the 1934 Australian federal election wearing around his neck?,tie,f38c35dab61eeaa6f8ab32d0ea2db0b0
Do the two Steelers uniforms from the 2002 Pittsburgh Steelers season both have the same color pants?,yes,356d4d67cf638fac671a705741463f0b
What is A.J. Allmendinger speaking into?,microphone,5b4b0209c5829c3ab159a7005deab246
What is the driver from RuSPORT wearing on his head?,helmet,4458c740db6e2ec2d363d8f4d834c1a9
What hand is the runner holding the ball in during the 1980 Philadelphia Eagles season?,right,5a73927864dcb89db5443d38e6a89888
What kind of sign is contained in the logo for Holby City?,plus,839acc5996a0a7ae011571a041cb3aa5
What color is the pathway on this ad for EastEnders?,blue,d5d70a97210f6408851bc4201050ee58
What color shirt did the gentleman wear for this cameo appearance?,pink,7e773173ee07be8859efb9191e74d8a7
What is Yassine Rachik wearing on his left wrist?,watch,c933326b7be63514a70faaf1bba50c57
What object has Gelindo Bordin ran past?,cone,65febcd19fd90b14cd33399f237b628d
How many boats are in the forefront of this photo of Boston?,one,74ee114f86c8e57d286979c397367047
What type of hat is Angelique Kerber wearing?,visor,9dee941260cd8ab74d030837e8ae9dc6
What is the color of the vehicle on the poster of Wet Hot American Summer?,blue,6ba3beb3387bedda9d83165ae534ba9c
What type of wheel is seen here on Sherlock (TV series)?,ferris,dd83c17c5854757738a0297364d4cf12
How many vehicles are on the cover of the Cars 2 (video game)?,4,ca3abc3a3ba0eb632c3ff8f8394fcb2e
What is David Beckham wearing around his neck?,tie,daf3bbd2d836608b5f4432f2a8a020b3
What kind of tower is shown in this photo collage of London?,clock,edda61d6ace989ed6a5aa01af7ffcd32
What is the predominant color of the building in the middle for the location of Doctor Foster (TV series),white,4f1944344ceb28bd2cd513f98028b676
What attitude is the baby displaying in Family Guy?,anger,ccab3cabeaf253f735b480e97eb081c1
What color is between the two arrows in this UK SIngles Chart logo?,purple,5c538badbfffc0ab555dc0e384d78eec
Is there a man or woman leaning against the wall on the cover of the The Death of You and Me album?,man,fca9fe344f187f3c05f1a45fba5098f4
How many buckles can be seen on the right leg of Michael Jackson?,three,9430640f93517c0687326e6b6ac9c1d6
What is Lou Goodwin holding?,ball,11c1158ba2af3cdc12e5b60b85eac7d3
How many stars are on the flag for Australia?,six,d37579e1b3af9802d410eb94a26b1ec4
Is the shape directly behind the cross on the United Kingdom flag a circle or X?,x,bc266f5403a237eb29cd2d3a12f8e837
What animal is featured in the yellow circle of the Western Australia flag?,swan,4fbb7040e9dc9f3b5677f20a71ca72bb
What is the sleeve length of Donna Summer's shirt?,long,14eecd721a335cb6723095cde8ff640d
How many dice are in the Las Vegas (TV series) ad?,two,0b0de031bd2ac2cae9a07c4a96de3d7e
What country's flag is in this advertisement for CSI:NY?,america,5e57fd158c98dccce77cb2dda162ce8b
How many people are on the poster for Too Close to Home (TV series)?,ten,a22df982278b632816690e23a82d7719
How many faces are shown in this advertisement for Scandal (TV series)?,three,55b860ea114e06569ad6a81e9f844334
What color is the background of the Chicago Fire (TV series) logo?,black,2fe064576d50bb4bf28d7ba864634c89
What position on the field did the player with the ball just reach in the 2009 Houston Texans season?,endzone,b3f482ccbc69955473df541e17c7e2ce
What is Wonder Woman (2017 film) wearing on her head?,tiara,c490b849934a08cde2d594ba25c997f1
Does it rain on a poster for a series Sex and the City?,no,0714e66a1acad6c7c8194d86b977d387
"On the cover for the House of Venus Show, what are the guys wearing on their heads?",caps,e6cce533be626419195519c8877425aa
What is the orange shape in The Loud House?,house,73a5a00007aed1e57e656c8cddc2877d
What type of animal is the family pet in Family Guy?,dog,ccab3cabeaf253f735b480e97eb081c1
Are there two human characters on the poster for The Muppets (film)?,yes,e2124c4e5790650ba293fb063d5dd784
How many flags are flying on top of Civitavecchia?,three,b89fdf78df2dbfaacca3806f7d57aed5
How many photos make up this collage of Cardiff?,seven,7245d920b914309a4c162cba5def05bf
"What color is the house on the bottom photo in the collage of Washington, D.C.?",white,9384b6767de7b3a89130d412e5a89004
Are people carrying surfboards in this photo of Durban?,yes,9054c0e0d68ae514689303cdad3bf93b
Are the characrers' faces visible in the logo for Easy (TV series)?,no,afb34889c7facda778fb99df20d5b720
Is the sun shining on the stadium in Melbourne?,yes,b1e3471501fed319044afd363afc295a
What hairstyle does Luke Jensen have?,shaved,4cb5c72cc0afdd355a08c6de8d8b2ecd
What color is the tall pole on the side of the field during this 2001 NFL season game?,yellow,554dbe806142b6a5bbd097b2f2451eea
Is the dome on this 2005 NFL season stadium fully painted and maintained?,no,20f55a7a8b3c7c34ed0727b71f24e6e4
What sport is played during the 2007 NFL season ?,football,2c08f14a07d398234b952339b0de6455
Is the background on a poster for a series What We do in the Shadows black?,yes,c1f369c309119b4dd9033f18439cbccd
How many different pictures of Helsingborg are shown here?,six,fe45c63ae03903b82c46526497f8a661
What object is in the poster for As the World Turns?,globe,055d118116e7747f15d9559b282eb9f7
What color is the background of the logo for The Vampire Diaries?,black,248ed349c0ddf0263b1cdd9ea96c44a8
What is the background color of the All American (TV series) logo?,black,27148699d02f15a8902de0c350d79e42
What kind of facial hair does Sean Penn have in this photo?,moustache,9213ea6681d4b5a51bb969401d970af5
What is Michael J. Fox wearing on his jacket?,microphone,edc5f17a59bcd3c4980466fb50df5801
Does John Leguizamo have a happy or neutral expression in this photo?,neutral,e2c0e01bded50615c826b101f4a669a5
What color is the circular dome on a building in Milton Keynes?,gray,cdf3fe67f6c046e4eb47f6796a1dbca8
What color is the necklace worn by Gary Anderson (darts player)?,gold,d7197eb6db1990acda78fbb6cb8bc5aa
What game is played by Mensur Suljović?,darts,d978309d37f1b646d04a41e6387b2d28
What color is the dart that Michael Smith (darts player) is throwing?,red,00276e7437829e186433df16bc1cfdd9
What does the logo animal for Lincoln City F.C. have behind its ears?,horns,fb907daf5e88b9e35de699e6162f0331
What animal is pictured on the Poole Town F.C. logo?,dolphin,223fbc38a5bfc93009e46a66b524b788
Is the Curb Your Enthusiasm logo yellow?,yes,ebd633c9d8216cb6091b4d2fb5b23091
What are Romeo and Juliet standing on?,balcony,e0ba2e6da5504015b82847e90d241469
How many vehicles are in front of the Royal Court Theatre?,two,c1403c696634ae69e2250d6dd7e0ff99
How many white banners are seen on the Milwaukee County Stadium?,four,05f9e9799dd23dcbdf5b8776c1c70e68
What is the primary color of the center house in the Too Close for Comfort photo,red,0e680f0055a11753192ca6430e57e05e
Who watches games here in Cleveland Stadium?,fans,ea767c8bc8018138277c9f1d4f160de1
How many people are in The Time Traveler's Wife (film) poster,two,ca8a892cc92da3b34b7617bf0cb6c2fc
What is Snoop Dogg wearing over his eyes?,sunglasses,e5c0cf9e4066c26a5affcb012073b12d
What is the woman on the left wearing on her head in Fifty Shades Darker (film),mask,9b028906a33565feb187acaf72e26076
What part of the woman is touching the man's chest in Fifty Shades Freed (film),hands,71e0f95788f9bfbb86fcbcff65bbdb0a
What is the color of the maple leaf on Canada's flag?,red,a648b2cd489eef91c53d7f48b2733c57
What color is the outermost layer of the FC Barcelona logo?,black,ad20afe31bcbfb2836998dbfa0ddbfa6
Are there any clouds in the Twelfth Night image?,yes,8d65d56091cc13f16fe1043745198994
What is the winner of the Academy Award for Best Actress wearing in her hair?,feather,5df587ff2539eb0edc6c2f837a5711f6
What color shirt does the person up for Academy Award for Best Supporting Actress have?,gray,a8104a073fa7ca72b61afae339559785
What color jacket is the person that won the BAFTA Award for Best Actor in a Leading Role wearing?,black,b67600cd0ae78744c9602ea2fad9d98a
What color is Sidney Poitier's jacket?,black,6c7a2eea988a3b7991114cdd329abde1
How many colors make up the flag for the United Arab Emirates?,four,92cd03fed294b9574c134ce3eb7e8fb4
What object is behind the judge in Perry Mason (TV series)?,flag,b1c6361e0e0428ddd2e79a1a51334dcd
What is Jarvis Cocker wearing over his eyes,glasses,ad8b29837f174fa7a0351de317a80110
What color jacket is Hammer & Tongs wearing?,black,9b1f3d27c6e8b964ac7ec8236fca698c
What color is the View Master in Offspring (TV series)?,red,600fb0cdd877a5f921df7cf2859571df
How many songs are listed with english titles on this Music download?,two,6b9b67137bdae349ad1422d3355c7e3a
What sport is being played at the Los Angeles Memorial Coliseum?,football,6ebeaf6b68a9644bac3b4e4bd4fd0f34
What hairstyle is Gugu Mbatha-Raw wearing?,bun,1bf93456a3772c69373551054c6a5c0f
What is the gender of the person in the photo displayed in The Rockford Files?,male,156d2cea910d802ed06d5884c47395f3
How many buildings in Tamil Nadu have a pyramid shaped structure to them?,one,873cddb431c71a38a47ae117cfdfbde8
Is there a map in the West Bengal crest?,yes,7c051f8cf20f547d343ae158c0c87709
What colour is the background on a poster for Black Mirror?,black,32c4c835f094cbad9f3f24d26bb5425b
What kind of leaf is in Canada's national flag?,maple,a648b2cd489eef91c53d7f48b2733c57
"Is red, white, or blue in the center of the flag of France?",white,ea1931a82ce6ef7a1a2ff6b7471ee3aa
What color is the font in LaFace Records?,black,00e2c0bb3fdac91be384bf5195ec0205
"In this photo, is Ed Sheeran's hair combed or messy?",messy,999f5e2e7d3e91808ced5907d5c97bd0
What type of ball is shown in Rochester Rhinos,soccer,aa0ba4c16078b34e2d091a0aa904a215
How many dancers are there on the cover of Chicago (musical)?,seven,eacdc0b5013dd88d7297325b9d04a6ff
Is there anyone in the stands in this picture for Friday Night Lights (TV series)?,no,feee5d0002dc3a05383cb615b76caf17
What color eyes does Casey Hughes have?,blue,b0d9279415cedcdbb83b9c02ff362b66
How many Chess pieces are shown here?,six,21d8e1ad0df832d9fa821cd414772e22
How many towers surround the stadium in St. Louis?,six,b1ca078d020c3ed9d6360b50da490dd5
What is behind the city of Sofia,mountains,c0ece862c6a5280a8960ce87f083b63e
What is Bobby Allison wearing on his head?,sunglasses,3f2b00a75583eaf1c59767f708b6dbc7
What is on Ricky Rudd's face?,sunglasses,34c477cfae81abbda28462811a18233c
What is Dale Earnhardt wearing over his eyes?,sunglasses,b78df266d185cefbd7f4ae8e6f17fabc
What type of hat is Richard Petty wearing?,cowboy,9f02b3c432f0114f2bc26cd2ef819be9
How many leaves are on the clover on the Celtic F.C.'s logo?,four,be2a001f59fcfe989a53c9f12aa82b0f
"On the Burnley F.C. logo, what object is in between the two bees?",hand,73b87bb89329c830512b669e9fe36e21
What is the man wearing on his head in Bodyguard (2012 film)?,sunglasses,7ad2f8f92ff95171a58ec980d1385218
What is the man holding in his left hand on the poster for Billa II?,gun,9dd0f20a8e7e41e51add095957771eea
What profession does the siloutette figure have in the Fort Bliss (film) poster,soldier,d754ec176d2d09dfe74c8244288e00c8
What items with numbers is behind the blue car on the cover of Crash Nitro Kart?,clock,d2604f87ddf25382e28458382fc950c6
How many petals are on the flower on the Southapton F.C. logo?,five,9ac8a39185a2a7aa8d90c9fcff528a3e
What type of ball is Martin Damm focused on?,tennis,ce5f06d1431306c735c6d4b136fa08a2
What is on the wrists of Bob Bryan?,sweatbands,b5f6ddd703539a018210051711e2d397
How many red parallelograms are there on the flag for the United Kingdom?,four,bc266f5403a237eb29cd2d3a12f8e837
Are the stars on the United States flag blue or white?,white,4c6e0c8d6b9223bd435809e52eecd008
What animal in yellow is near the top of the Burnley F.C. logo?,duck,73b87bb89329c830512b669e9fe36e21
What is on the shoulder of Ed Sheeran?,strap,999f5e2e7d3e91808ced5907d5c97bd0
What is holding Demi Lovato's shirt together?,zipper,f7d967985e387cf8d91be598090e08ab
What color besides white makes up the logo for Celtic F.C.?,green,be2a001f59fcfe989a53c9f12aa82b0f
Where is the blue and red NFL logo placed on the 2017 New York Jets season jerseys?,collar,2a323fda998fdfbb96a5f17e68580e2e
How many black stripes are on each leg in the uniforms of the 2017 Oakland Raiders season?,one,68c698a2756a4faa4567deaab6b602eb
How many uniform options from the 2017 Indianapolis Colts season include white pants?,two,9511f67bd4fd4873492c0cd7ae23f10c
What length is Dmitri Shostakovich's hair?,short,75fdb8ab34c3f2007fddf8c4395638e3
What main color outerwear is Wolfgang Amadeus Mozart wearing?,red,6966304e203aac28b259671c44d3ca3e
How many different kinds of uniforms did the 1998 Pittsburgh Steelers season have?,two,e41ebb1221a3f6a0b46105ce2e8dd087
Is the ball in front of the player's chest or leg in this image from the 2016 Tippeligaen?,chest,4c2d866268adc42321ef0cd4b735ef6c
"On the beach of Durban, what item is multi-colored?",umbrella,9054c0e0d68ae514689303cdad3bf93b
What is in the sky over Cape Town?,clouds,a57537765cb7f6f6e87164c017dbf3ea
What type of weapons are depicted on the Sheffield United F.C. logo?,swords,e209b5aa6b50e179da8fe338baa8c446
How many birds are on the logo for Notts County F.C.?,two,849675804d8fd6fd365fe2c8471425bf
How many pictures make up the collage of Glasgow?,six,87150e9f8c1ece6a29903820245a4d58
What style of pants is Andy Murray wearing?,shorts,db44e12c5043127259bd8b8987217e8d
What geometric shape is on the soccer ball in Association football?,star,651dc1fce2b48020359dac0e7a64f23d
What color is the inner rim of the tires on the Motorsport car?,turqoise,24ed3e07243d102a134e1a48398d5e56
What structure is shown over the water in the bottom photo in this collage of London?,bridge,edda61d6ace989ed6a5aa01af7ffcd32
